# n, <n|PHOT>
0.000000 0.990616
1.000000 0.000174
2.000000 0.131353
3.000000 0.000195
4.000000 0.036063
5.000000 0.000097
6.000000 0.010256
7.000000 0.000197
8.000000 0.004009
9.000000 0.000074
