# n, <n|PHOT>
0.000000 0.998240
1.000000 0.001246
2.000000 0.058956
3.000000 -0.000273
4.000000 0.006240
5.000000 0.000147
6.000000 0.000542
7.000000 0.000002
8.000000 0.000321
9.000000 -0.000070
