# n, <n|PHOT>
0.000000 0.975219
1.000000 0.000244
2.000000 0.208862
3.000000 0.000129
4.000000 0.067038
5.000000 -0.000161
6.000000 0.025898
7.000000 -0.000077
8.000000 0.011250
9.000000 -0.000004
