# n, <n|PHOT>
0.000000 0.971650
1.000000 -0.000730
2.000000 0.223056
3.000000 -0.000247
4.000000 0.072689
5.000000 -0.000112
6.000000 0.026698
7.000000 -0.000093
8.000000 0.010853
9.000000 -0.000192
