# n, <n|PHOT>
0.000000 0.968547
1.000000 -0.002793
2.000000 0.229133
3.000000 -0.000648
4.000000 0.087082
5.000000 -0.000045
6.000000 0.037346
7.000000 0.000071
8.000000 0.017548
9.000000 -0.000068
