# n, <n|PHOT>
0.000000 0.999535
1.000000 0.016575
2.000000 -0.017160
3.000000 -0.000170
4.000000 0.015801
5.000000 0.000290
6.000000 -0.007945
7.000000 -0.000213
8.000000 0.005110
9.000000 0.000099
