# n, <n|PHOT>
0.000000 0.990453
1.000000 0.005858
2.000000 0.131045
3.000000 0.001881
4.000000 0.041273
5.000000 0.001002
6.000000 0.007953
7.000000 0.000197
8.000000 0.004749
9.000000 0.000199
