# n, <n|PHOT>
0.000000 0.999837
1.000000 -0.000147
2.000000 -0.016869
3.000000 0.000040
4.000000 0.005685
5.000000 0.000080
6.000000 -0.002513
7.000000 -0.000067
8.000000 0.001153
9.000000 0.000023
