# n, <n|PHOT>
0.000000 0.997522
1.000000 -0.000119
2.000000 0.068560
3.000000 -0.000320
4.000000 0.015074
5.000000 -0.000394
6.000000 0.004371
7.000000 -0.000370
8.000000 0.001168
9.000000 -0.000195
