# n, <n|PHOT>
0.000000 0.998831
1.000000 0.000209
2.000000 0.048164
3.000000 -0.000288
4.000000 0.004073
5.000000 0.000192
6.000000 0.000663
7.000000 -0.000056
8.000000 0.000010
9.000000 -0.000026
