# n, <n|PHOT>
0.000000 0.994115
1.000000 -0.000224
2.000000 0.106741
3.000000 -0.000209
4.000000 0.018021
5.000000 -0.000009
6.000000 0.004001
7.000000 0.000107
8.000000 0.001037
9.000000 -0.000052
