# n, <n|PHOT>
0.000000 0.999401
1.000000 0.000313
2.000000 0.034523
3.000000 0.000116
4.000000 0.002379
5.000000 -0.000089
6.000000 0.000227
7.000000 0.000052
8.000000 0.000053
9.000000 -0.000036
