# n, <n|PHOT>
0.000000 0.995414
1.000000 0.000509
2.000000 0.091379
3.000000 0.000360
4.000000 0.027823
5.000000 -0.000137
6.000000 0.003855
7.000000 0.000188
8.000000 0.003130
9.000000 -0.000059
