# n, <n|PHOT>
0.000000 0.996302
1.000000 0.000760
2.000000 0.084874
3.000000 -0.000263
4.000000 0.013039
5.000000 -0.000003
6.000000 0.002576
7.000000 -0.000007
8.000000 0.000484
9.000000 0.000003
