# n, <n|PHOT>
0.000000 0.999951
1.000000 0.001426
2.000000 -0.009380
3.000000 -0.000235
4.000000 0.002500
5.000000 0.000151
6.000000 -0.000712
7.000000 -0.000093
8.000000 0.000086
9.000000 0.000055
