# n, <n|PHOT>
0.000000 0.999982
1.000000 0.000205
2.000000 -0.005853
3.000000 0.000041
4.000000 0.001152
5.000000 -0.000027
6.000000 0.000011
7.000000 0.000035
8.000000 -0.000334
9.000000 -0.000041
