# n, <n|PHOT>
0.000000 0.996124
1.000000 0.000860
2.000000 0.086956
3.000000 0.000031
4.000000 0.012916
5.000000 -0.000099
6.000000 0.002864
7.000000 0.000035
8.000000 0.000356
9.000000 -0.000037
