# n, <n|PHOT>
0.000000 0.949893
1.000000 0.004691
2.000000 0.278070
3.000000 0.003037
4.000000 0.123676
5.000000 0.002167
6.000000 0.060029
7.000000 0.001143
8.000000 0.031237
9.000000 0.000759
