# n, <n|PHOT>
0.000000 0.994220
1.000000 0.015535
2.000000 0.094886
3.000000 0.002378
4.000000 0.046733
5.000000 0.001360
6.000000 -0.000600
7.000000 -0.000131
8.000000 0.008292
9.000000 0.000250
