# n, <n|PHOT>
0.000000 0.979225
1.000000 -0.001193
2.000000 0.190604
3.000000 -0.000793
4.000000 0.063565
5.000000 -0.000527
6.000000 0.024580
7.000000 -0.000289
8.000000 0.010284
9.000000 -0.000110
