# n, <n|PHOT>
0.000000 1.000000
1.000000 -0.000136
2.000000 0.000223
3.000000 -0.000511
4.000000 0.000218
5.000000 0.000238
6.000000 -0.000002
7.000000 -0.000065
8.000000 -0.000125
9.000000 -0.000047
