# n, <n|PHOT>
0.000000 1.000000
1.000000 -0.000855
2.000000 0.000120
3.000000 0.000202
4.000000 -0.000007
5.000000 0.000002
6.000000 -0.000006
7.000000 -0.000028
8.000000 -0.000019
9.000000 0.000020
