# n, <n|PHOT>
0.000000 0.999187
1.000000 -0.000479
2.000000 0.040209
3.000000 0.000193
4.000000 0.002738
5.000000 -0.000139
6.000000 0.000218
7.000000 0.000106
8.000000 0.000070
9.000000 -0.000073
