# n, <n|PHOT>
0.000000 0.964957
1.000000 0.004232
2.000000 0.238793
3.000000 0.002676
4.000000 0.097863
5.000000 0.001318
6.000000 0.041087
7.000000 0.000800
8.000000 0.020099
9.000000 0.000433
