# n, <n|PHOT>
0.000000 0.963972
1.000000 0.008010
2.000000 0.244665
3.000000 0.003993
4.000000 0.093985
5.000000 0.002136
6.000000 0.039360
7.000000 0.001265
8.000000 0.017748
9.000000 0.000494
