# n, <n|PHOT>
0.000000 0.994818
1.000000 -0.006835
2.000000 0.090312
3.000000 -0.001911
4.000000 0.045178
5.000000 -0.000854
6.000000 -0.000605
7.000000 0.000028
8.000000 0.008356
9.000000 -0.000190
