# n, <n|PHOT>
0.000000 1.000000
1.000000 -0.000738
2.000000 0.000225
3.000000 0.000153
4.000000 -0.000124
5.000000 -0.000036
6.000000 0.000050
7.000000 -0.000012
8.000000 -0.000020
9.000000 0.000063
