# n, <n|PHOT>
0.000000 0.996366
1.000000 0.000307
2.000000 0.084374
3.000000 -0.000001
4.000000 0.011505
5.000000 -0.000035
6.000000 0.001787
7.000000 0.000093
8.000000 0.000463
9.000000 -0.000094
