# n, <n|PHOT>
0.000000 0.956008
1.000000 0.000730
2.000000 0.263395
3.000000 0.000792
4.000000 0.112490
5.000000 0.000652
6.000000 0.053561
7.000000 0.000580
8.000000 0.027735
9.000000 0.000309
