# n, <n|PHOT>
0.000000 0.999741
1.000000 0.001391
2.000000 -0.010403
3.000000 -0.001152
4.000000 0.017011
5.000000 0.000331
6.000000 -0.008003
7.000000 -0.000166
8.000000 0.005362
9.000000 0.000063
