# n, <n|PHOT>
0.000000 0.978525
1.000000 0.001732
2.000000 0.195178
3.000000 0.000489
4.000000 0.061800
5.000000 0.000080
6.000000 0.021951
7.000000 0.000029
8.000000 0.008350
9.000000 0.000113
