# n, <n|PHOT>
0.000000 0.975506
1.000000 0.000088
2.000000 0.205716
3.000000 0.000328
4.000000 0.071425
5.000000 0.000018
6.000000 0.027955
7.000000 0.000100
8.000000 0.011787
9.000000 -0.000093
