# n, <n|PHOT>
0.000000 0.979739
1.000000 -0.000912
2.000000 0.191162
3.000000 -0.000178
4.000000 0.056022
5.000000 0.000129
6.000000 0.019146
7.000000 -0.000093
8.000000 0.007293
9.000000 0.000073
