# n, <n|PHOT>
0.000000 0.999649
1.000000 0.000636
2.000000 0.026448
3.000000 -0.000103
4.000000 0.001306
5.000000 0.000042
6.000000 -0.000067
7.000000 0.000008
8.000000 0.000088
9.000000 -0.000007
