# n, <n|PHOT>
0.000000 0.993550
1.000000 -0.000586
2.000000 0.111757
3.000000 -0.000150
4.000000 0.018787
5.000000 0.000032
6.000000 0.003868
7.000000 0.000037
8.000000 0.000815
9.000000 -0.000029
