# n, <n|PHOT>
0.000000 0.994188
1.000000 0.013596
2.000000 0.095288
3.000000 0.003547
4.000000 0.047141
5.000000 0.000812
6.000000 -0.000003
7.000000 0.000435
8.000000 0.008422
9.000000 0.000103
