# n, <n|PHOT>
0.000000 0.995276
1.000000 0.001263
2.000000 0.095890
3.000000 0.000046
4.000000 0.014757
5.000000 0.000172
6.000000 0.003195
7.000000 -0.000134
8.000000 0.000696
9.000000 0.000012
