# n, <n|PHOT>
0.000000 0.992891
1.000000 0.002285
2.000000 0.116679
3.000000 0.000678
4.000000 0.022534
5.000000 0.000020
6.000000 0.006045
7.000000 0.000087
8.000000 0.001745
9.000000 -0.000157
