0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000021e-02 9.360861434931884162e-01 9.205527190450806252e-01 9.317648949853144513e-01 9.517302544659603791e-01 9.542336654515672922e-01 9.428325950352358653e-01 9.393225881173049574e-01 9.424024083213923264e-01 9.333355237984278796e-01 9.698886778209870885e-01 9.293882377371219805e-01 9.434498364778580726e-01 9.551780065035999634e-01 9.572852866525010107e-01 9.541833360421942967e-01 9.552068086107105005e-01 9.588315116633219226e-01 9.537863006013819200e-01 9.615249854504830385e-01 9.748869720112144366e-01 9.522612220000592487e-01 9.511709594966700765e-01 9.751687418996688450e-01 9.552464804945721699e-01 9.617666793112500390e-01 9.711053278912863407e-01
2.000000000000000042e-02 9.140999669646842074e-01 8.924384902066506697e-01 9.062111893156628017e-01 9.350887959828568796e-01 9.354558197049849255e-01 9.187305354894015341e-01 9.133324430328800814e-01 9.202349514253456153e-01 9.063413527501852363e-01 9.580212560831451452e-01 9.006196085450770550e-01 9.196970127784716009e-01 9.344867914621443061e-01 9.404552995905534063e-01 9.353765259579081004e-01 9.370139669159992524e-01 9.418941232231187177e-01 9.334910007618962835e-01 9.480473549590570093e-01 9.645774638686991365e-01 9.310054907181799511e-01 9.297544862414848232e-01 9.648883656403871578e-01 9.352368238884696261e-01 9.453201955904045883e-01 9.582832602927712218e-01
2.999999999999999889e-02 8.963535503166638607e-01 8.685420816935471855e-01 8.849185194302776614e-01 9.227126199281130425e-01 9.188498470665573681e-01 8.994715741748831039e-01 8.932878297145887547e-01 9.016837533810850847e-01 8.793895624866129301e-01 9.470461182803739941e-01 8.775640784295960506e-01 8.994650683311599115e-01 9.171851565976664178e-01 9.270460904363584387e-01 9.177664863865125922e-01 9.210632387577097901e-01 9.263685939411318016e-01 9.175798421259055981e-01 9.352716674656205154e-01 9.550298419158113061e-01 9.128906635542578529e-01 9.131732093664156613e-01 9.550552332441089032e-01 9.194672119870572757e-01 9.297735845466646998e-01 9.463680757549377542e-01
4.000000000000000083e-02 8.782891545672578681e-01 8.468456228191444390e-01 8.628375889810790955e-01 9.093613892715759484e-01 9.024296865348566676e-01 8.832656849967235324e-01 8.750261722981094170e-01 8.851583892246122076e-01 8.568801837906524499e-01 9.386985697274268237e-01 8.520735674595382170e-01 8.833159799140815061e-01 9.008487438610678355e-01 9.135706402546325267e-01 9.006247344128006649e-01 9.059712603628280458e-01 9.132370497635378115e-01 9.025992771142711257e-01 9.232083969331855711e-01 9.467205555929018024e-01 8.957784385973306396e-01 8.955162688286224526e-01 9.463504745827228115e-01 9.056373731766869106e-01 9.174343971283930310e-01 9.363297253346035687e-01
5.000000000000000278e-02 8.643660119772033079e-01 8.257825580762420126e-01 8.453525962417526296e-01 8.979638774520071198e-01 8.878226328339271500e-01 8.689928764821613916e-01 8.578393537282817949e-01 8.709107906161531742e-01 8.359197714762596210e-01 9.303489668222973963e-01 8.310793233120423729e-01 8.675740580586891459e-01 8.851782853981666754e-01 9.026776629098375304e-01 8.854197180028249292e-01 8.911285859476387738e-01 8.987099365821009656e-01 8.887208679897802277e-01 9.122145343996193034e-01 9.398262880606753633e-01 8.800259604473662511e-01 8.818661401483972595e-01 9.374722584266816927e-01 8.898333458036928878e-01 9.065138222036859261e-01 9.271913255471241344e-01
5.999999999999999778e-02 8.516126749735032364e-01 8.068390135280431030e-01 8.281914728171757556e-01 8.862865264483319461e-01 8.750265323021645392e-01 8.542800701136366026e-01 8.389159401850425635e-01 8.544184727670127710e-01 8.158316545097100692e-01 9.215180860057001766e-01 8.122288933123165133e-01 8.532797348742898746e-01 8.689125611913197655e-01 8.906967654052310168e-01 8.715518973680959069e-01 8.782806679256797144e-01 8.856437635319229784e-01 8.751191740485438908e-01 9.029102886448190368e-01 9.330914471383139341e-01 8.637587154795399735e-01 8.684017193628847942e-01 9.297389421283577260e-01 8.766758694933448615e-01 8.958695480454781368e-01 9.175411775470581066e-01
7.000000000000000666e-02 8.363792857830160132e-01 7.900978926071208219e-01 8.124450754040776213e-01 8.768878505308754789e-01 8.618913381655997075e-01 8.418500374938469033e-01 8.204588519529791846e-01 8.412065462686461048e-01 7.982463709865865731e-01 9.144074657860660205e-01 7.958690644760355593e-01 8.389450281257889719e-01 8.550606513208890425e-01 8.794256814522484200e-01 8.590396979299625979e-01 8.665518312801067102e-01 8.729783974840411576e-01 8.610382865810269903e-01 8.909592639839761796e-01 9.267029035963600947e-01 8.498232618509736769e-01 8.536885300233726381e-01 9.216364904199161323e-01 8.642239308417158927e-01 8.868409952258958784e-01 9.086790487594335053e-01
8.000000000000000167e-02 8.260205706823481320e-01 7.731360592068876603e-01 7.952885380462721976e-01 8.670660404140486666e-01 8.497332258973736563e-01 8.317892254022470899e-01 8.044651585995805654e-01 8.276650718567825082e-01 7.801176925473967128e-01 9.065341494018162027e-01 7.768600027285953447e-01 8.261312782919671971e-01 8.433014538204431920e-01 8.674863569214900094e-01 8.465617477332917362e-01 8.532117492259887470e-01 8.623240510503051848e-01 8.482048000050057546e-01 8.816689355612580270e-01 9.201696643446306556e-01 8.340953816974677748e-01 8.405911541489621275e-01 9.134445970892027811e-01 8.526581017682329788e-01 8.756280347118350349e-01 9.003223821859609455e-01
8.999999999999999667e-02 8.127809065621561802e-01 7.585026539370699483e-01 7.782742097334066633e-01 8.582861369794854145e-01 8.387993206988579864e-01 8.222423264055795933e-01 7.904660614589671397e-01 8.137433754944728426e-01 7.610323023030037826e-01 8.982913398090589530e-01 7.594792689937206465e-01 8.150931316412044492e-01 8.292672051640286313e-01 8.567075959528117624e-01 8.338324744729267435e-01 8.394581353763392872e-01 8.504041206271127917e-01 8.365763588223812386e-01 8.703785958271225143e-01 9.136474209066363095e-01 8.182923340278287494e-01 8.280956152928324876e-01 9.054003513902366684e-01 8.417312253881231721e-01 8.650333470570576999e-01 8.926335467001662582e-01
