0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000021e-02 9.376840505421921712e-01 9.525994691764161360e-01 9.545588856784466003e-01 9.428750271558207219e-01 9.351039595915789926e-01 9.508190790922494973e-01 9.329661999429154084e-01 9.435006212660934644e-01 9.352760657771603814e-01 9.487711209646234600e-01 9.205527190450806252e-01
2.000000000000000042e-02 9.189296157568310752e-01 9.394584314453594542e-01 9.426664170941858600e-01 9.282726980638751346e-01 9.129990803531492505e-01 9.376637552699842448e-01 9.114769627526797535e-01 9.270999398110945089e-01 9.163952288695538240e-01 9.313548882480120472e-01 8.924384902066506697e-01
2.999999999999999889e-02 9.047912452551711837e-01 9.288936815894563992e-01 9.320651418512169162e-01 9.171087678275482435e-01 8.946080959372161301e-01 9.284259669083561040e-01 8.953637924286202976e-01 9.123255486269888914e-01 9.008160847306069252e-01 9.175119639661292181e-01 8.685420816935471855e-01
4.000000000000000083e-02 8.958649279380835884e-01 9.199253862375721402e-01 9.246127688105367781e-01 9.056992984511491596e-01 8.815668458448693290e-01 9.178237647939848642e-01 8.837678559820915103e-01 9.014286816314842632e-01 8.873276098956504043e-01 9.057914422215658234e-01 8.468456228191444390e-01
5.000000000000000278e-02 8.874320145818223038e-01 9.117300335593651051e-01 9.157954334256277473e-01 8.959326549847191901e-01 8.703899405828398050e-01 9.101756059466366011e-01 8.714180204032758725e-01 8.923607077257649234e-01 8.753059299332121013e-01 8.952527899418440960e-01 8.257825580762420126e-01
5.999999999999999778e-02 8.796725739466265681e-01 9.042264400463349006e-01 9.109025531129740783e-01 8.872591019055877659e-01 8.592995675372752107e-01 9.036627787901921893e-01 8.614927856508106663e-01 8.827872903215076006e-01 8.616783259955347329e-01 8.841908743487980615e-01 8.068390135280431030e-01
7.000000000000000666e-02 8.718018294245976074e-01 8.976551032247511719e-01 9.059095686411211545e-01 8.789094241896383553e-01 8.521808631673728485e-01 8.958079182645916072e-01 8.532934748071966391e-01 8.755049813190486363e-01 8.512386720002684815e-01 8.748515909654928091e-01 7.900978926071208219e-01
8.000000000000000167e-02 8.642048105314249495e-01 8.910817368534844629e-01 9.009182426560073953e-01 8.711787769250067814e-01 8.406901042450506401e-01 8.897507700969796707e-01 8.458603854558499613e-01 8.695400316665925500e-01 8.396927823102149357e-01 8.641175524442217259e-01 7.731360592068876603e-01
8.999999999999999667e-02 8.566850863091896029e-01 8.853571065651785199e-01 8.956075602856339302e-01 8.651317033603899143e-01 8.312305653411975470e-01 8.839093841828139508e-01 8.357711302641654960e-01 8.619435462893026978e-01 8.304557893826841619e-01 8.520225840502345660e-01 7.585026539370699483e-01
1.000000000000000056e-01 8.500520921344569825e-01 8.799765098088695447e-01 8.910795129203974430e-01 8.576539884958415128e-01 8.218568802714479871e-01 8.796611987378178954e-01 8.291196965520313267e-01 8.542889809920494182e-01 8.197303915087700288e-01 8.417044891629711367e-01 7.443894615328819908e-01
1.100000000000000006e-01 8.443855143048524248e-01 8.754673644430679413e-01 8.864538818618489247e-01 8.517945318140854871e-01 8.141318788548009833e-01 8.742300192190957109e-01 8.217629690186546432e-01 8.474915328145289362e-01 8.085147346128224166e-01 8.316827656867054053e-01 7.301997222575300484e-01
1.199999999999999956e-01 8.374778756085525799e-01 8.715394483497479472e-01 8.810344734627337804e-01 8.475563700842743131e-01 8.077916218750937905e-01 8.685204573818110507e-01 8.146148916720590272e-01 8.386605669977715838e-01 8.015464999428431048e-01 8.227097477549789595e-01 7.167313508487550555e-01
1.300000000000000044e-01 8.320834388088853562e-01 8.691653305740968394e-01 8.772418846565210870e-01 8.417258523809465487e-01 7.978732966494993528e-01 8.625417896710899646e-01 8.083730909666044795e-01 8.344530601940146619e-01 7.927891818559229531e-01 8.136477519964881999e-01 7.004481400106922218e-01
1.400000000000000133e-01 8.260991348247685995e-01 8.659802920109567204e-01 8.729114411384857330e-01 8.357173774677094658e-01 7.882842279980336597e-01 8.571731788981138411e-01 8.025511702630843125e-01 8.269156415165346274e-01 7.865330092708403553e-01 8.066289674222612005e-01 6.880448198367812296e-01
1.499999999999999944e-01 8.210649727694728783e-01 8.622692371765523500e-01 8.693723042675606250e-01 8.339079196105957381e-01 7.796366914337279352e-01 8.497511009547454863e-01 7.964999825989432791e-01 8.204639217754631231e-01 7.773712386762190452e-01 7.992280929720747551e-01 6.783071751234570623e-01
1.600000000000000033e-01 8.129981766990610481e-01 8.600397646205649727e-01 8.640010994411617684e-01 8.272449811211360915e-01 7.725079239499692552e-01 8.452880236272255488e-01 7.900142572751283065e-01 8.126273052234826988e-01 7.726452467425451998e-01 7.889588790182860967e-01 6.634764355185265305e-01
1.700000000000000122e-01 8.085618293690821634e-01 8.576523234853593580e-01 8.595098015387683255e-01 8.229566245476898079e-01 7.651843813761890489e-01 8.383633773288732272e-01 7.856534604281787404e-01 8.077034851438297247e-01 7.659577469195918420e-01 7.785282966242337288e-01 6.481853479647829985e-01
1.799999999999999933e-01 8.025266578624667968e-01 8.534626677112235882e-01 8.557168570947816244e-01 8.184738932703196079e-01 7.593908578684679389e-01 8.332484575361341905e-01 7.781720351330718710e-01 8.010656186766426101e-01 7.597470042334328877e-01 7.706469335206155291e-01 6.351291569996904141e-01
1.900000000000000022e-01 7.977477989033620043e-01 8.497072122674144135e-01 8.532688559656548266e-01 8.132850374055102805e-01 7.546224352648391864e-01 8.292847205466997718e-01 7.731988202474681104e-01 7.943759976964873681e-01 7.510245972167843842e-01 7.620674527444594171e-01 6.224051741007282645e-01
2.000000000000000111e-01 7.952687401295195357e-01 8.463370429014744900e-01 8.487934955095315370e-01 8.066820911198516741e-01 7.478177034456283678e-01 8.244553920132643432e-01 7.666937575858587817e-01 7.884157776271289997e-01 7.442180496297958747e-01 7.527221431286326148e-01 6.125407981675605740e-01
2.099999999999999922e-01 7.913481405978673999e-01 8.449182738112027691e-01 8.435099679098854164e-01 8.012055428753316333e-01 7.403104934568756068e-01 8.192952941411393297e-01 7.588388245091515216e-01 7.833726133870838604e-01 7.370642593259968400e-01 7.439192848423604731e-01 6.006739085992817140e-01
2.200000000000000011e-01 7.853968358036778064e-01 8.421532827960460654e-01 8.414722612841628591e-01 7.948630203812517836e-01 7.350644324133064345e-01 8.139391628510642684e-01 7.538541680824397684e-01 7.763668858639437564e-01 7.290484069280320778e-01 7.368183233206960780e-01 5.939530031317107328e-01
2.300000000000000100e-01 7.815529380516328395e-01 8.364992146322141053e-01 8.388385127457360646e-01 7.896037725300997234e-01 7.273332139499847360e-01 8.095599216592591629e-01 7.495004369481649276e-01 7.709293813762100323e-01 7.243755292129094858e-01 7.272705766008028538e-01 5.827387906974422771e-01
2.399999999999999911e-01 7.775035416721848280e-01 8.332943528462517513e-01 8.360555143339593043e-01 7.840968936925748478e-01 7.210560283007183546e-01 8.036959583864595746e-01 7.443267282952824582e-01 7.656053821975984386e-01 7.194763774177900251e-01 7.191955342853674216e-01 5.739143563285284966e-01
2.500000000000000000e-01 7.725432672068265338e-01 8.292466270207810020e-01 8.333160103348066228e-01 7.780842230159412676e-01 7.138561887890552127e-01 8.005070916369583234e-01 7.388916759308291615e-01 7.608887083649915617e-01 7.141949350167228205e-01 7.112253545628318685e-01 5.668636822295085587e-01
2.600000000000000089e-01 7.669369785351241031e-01 8.249059303007713062e-01 8.306026081564340524e-01 7.740414907564715508e-01 7.080164796580526998e-01 7.956098377441483960e-01 7.340506082072549843e-01 7.552722559242501799e-01 7.074605206978513694e-01 7.026782767243016092e-01 5.559771564539475186e-01
2.700000000000000178e-01 7.601382288547962052e-01 8.219309197930710909e-01 8.278070476117976861e-01 7.696263803271762294e-01 7.008220848955750704e-01 7.912155125781354936e-01 7.294750497591294680e-01 7.465233699570573700e-01 7.004635092001229024e-01 6.940021935643870821e-01 5.499813531557075086e-01
2.800000000000000266e-01 7.571147076918448571e-01 8.183232563042410757e-01 8.262269089372915598e-01 7.633704433119431476e-01 6.942872409373626041e-01 7.864804546155278464e-01 7.241714397698189032e-01 7.391764468739873140e-01 6.955241899696699148e-01 6.850990850063317650e-01 5.418938521540552777e-01
2.899999999999999800e-01 7.550396456084947916e-01 8.147585591440655861e-01 8.238683946261475821e-01 7.583487380664348798e-01 6.886564947742817022e-01 7.827458061098796493e-01 7.207751842774705597e-01 7.334697456549610362e-01 6.909627353104008662e-01 6.774094265687813365e-01 5.333652877375764101e-01
2.999999999999999889e-01 7.503703128216813178e-01 8.093148592415011500e-01 8.197800919768584160e-01 7.516654176002091070e-01 6.819992533517112987e-01 7.796065431210360552e-01 7.150440855950142005e-01 7.258240499957038239e-01 6.906787976209521895e-01 6.695678594307542530e-01 5.252571293809235042e-01
3.099999999999999978e-01 7.458752958548299228e-01 8.067581803651715511e-01 8.168931308943597758e-01 7.467156058750474834e-01 6.750008655954826686e-01 7.759246085031211715e-01 7.105245053688697965e-01 7.183592513620538078e-01 6.850990851533238502e-01 6.630314554270209104e-01 5.175385081403302001e-01
3.200000000000000067e-01 7.408937033202339650e-01 8.035403087289330060e-01 8.124167520842178192e-01 7.411961835755329631e-01 6.689695892925017207e-01 7.740178307761179655e-01 7.026915052260028771e-01 7.123114041119021911e-01 6.811266237117311606e-01 6.550974009264419751e-01 5.086556095207408479e-01
3.300000000000000155e-01 7.362506273991454853e-01 8.000900674205374541e-01 8.099717053342128104e-01 7.383122341372921893e-01 6.627130773239576778e-01 7.699867098882464678e-01 6.940997128960111340e-01 7.060508511455729774e-01 6.760686146798469132e-01 6.472682742160271729e-01 5.001348059683028424e-01
3.400000000000000244e-01 7.328205405072292233e-01 7.958676153095060046e-01 8.052725829107609812e-01 7.341131247682777250e-01 6.546829624681668180e-01 7.673744703635249076e-01 6.881196790957314624e-01 7.008974074047320535e-01 6.705337607274691747e-01 6.395492346779521053e-01 4.942346974131119342e-01
3.500000000000000333e-01 7.289006380100117033e-01 7.929990501329338137e-01 8.013690995766364900e-01 7.301339918330451706e-01 6.482074681396797766e-01 7.626554557102243059e-01 6.825269180385307166e-01 6.951340312121260245e-01 6.646168487434310768e-01 6.308670638723887780e-01 4.866764072193600632e-01
3.599999999999999867e-01 7.261616561213943832e-01 7.879203244854925403e-01 7.975041990465315811e-01 7.254558352996731685e-01 6.407239756618278159e-01 7.612113575901524598e-01 6.757325314592700360e-01 6.907624519768275073e-01 6.609852402569124097e-01 6.215222135061851949e-01 4.787550822375551407e-01
3.699999999999999956e-01 7.248454742261675188e-01 7.843467622366055991e-01 7.933255483148420328e-01 7.203147175961709392e-01 6.361990589726228551e-01 7.576253148591115538e-01 6.724192797502582808e-01 6.868489323454949336e-01 6.547942472771387523e-01 6.148490061972694543e-01 4.739882708721429583e-01
3.800000000000000044e-01 7.214641764403119106e-01 7.822467807819655228e-01 7.904350274120851561e-01 7.164693078654551517e-01 6.294317775289165473e-01 7.556677166910303889e-01 6.655620330435302323e-01 6.808015853816619112e-01 6.487567598512364864e-01 6.073220169802281410e-01 4.680617679260941633e-01
3.900000000000000133e-01 7.185303109159887347e-01 7.777916933919601927e-01 7.870151871056063619e-01 7.120271752448319447e-01 6.238977407710492029e-01 7.521446158740650034e-01 6.631859370619350713e-01 6.757368682501511126e-01 6.436123635804522625e-01 5.995872508974656734e-01 4.594721639283815828e-01
4.000000000000000222e-01 7.162183386379107342e-01 7.744944102058788360e-01 7.832878317084768227e-01 7.046628648551593876e-01 6.188519840272875827e-01 7.482342864477198319e-01 6.559631789318111084e-01 6.706863965836733499e-01 6.403774504411113844e-01 5.941287037361532297e-01 4.538421141162089500e-01
4.100000000000000311e-01 7.135432102328836956e-01 7.708208366031992220e-01 7.796299834414379681e-01 7.000529822244303535e-01 6.127823041955910988e-01 7.459806122242746973e-01 6.506449847878990056e-01 6.659997966607641429e-01 6.357087379258664628e-01 5.847038155340013033e-01 4.487200377474711566e-01
4.199999999999999845e-01 7.102896511277901892e-01 7.672907539850144509e-01 7.761493619477133343e-01 6.969676407402580764e-01 6.064786153746908326e-01 7.409244187963994754e-01 6.480728854924285853e-01 6.624249231431391660e-01 6.304748538247371137e-01 5.771267044709693650e-01 4.431763420852158353e-01
4.299999999999999933e-01 7.086151316697858471e-01 7.626963202581958923e-01 7.722929162943372727e-01 6.918881366684872525e-01 6.024989803504715580e-01 7.374916419846764271e-01 6.403899302093704060e-01 6.562001401177827153e-01 6.241172918827669891e-01 5.718223328364550051e-01 4.348336948026020332e-01
4.400000000000000022e-01 7.066120621974426586e-01 7.578643700620243395e-01 7.696877650701403617e-01 6.872506786071801432e-01 5.992445280754431503e-01 7.351738004414806182e-01 6.326698924454401407e-01 6.508135538312014301e-01 6.204393053462267105e-01 5.667003144499495049e-01 4.272642150572264486e-01
4.500000000000000111e-01 7.052007563135140877e-01 7.553063625484225385e-01 7.658107476186677420e-01 6.834711255278753672e-01 5.930100768780534048e-01 7.315822349077055753e-01 6.262132502839438120e-01 6.464826741083030681e-01 6.154193925575514035e-01 5.599419725086240973e-01 4.211761090787282114e-01
4.600000000000000200e-01 7.026851877228746934e-01 7.497779929954092593e-01 7.631083637436737455e-01 6.793784876211719226e-01 5.857644698311467168e-01 7.296959092998638319e-01 6.203589308462903462e-01 6.427010487514359660e-01 6.111564707637893168e-01 5.529446866445294484e-01 4.136874384375306968e-01
4.700000000000000289e-01 6.998630052179192207e-01 7.454575332018110734e-01 7.610391252192371114e-01 6.749860161540721659e-01 5.789682131938430620e-01 7.266808048654465058e-01 6.133179900132856854e-01 6.371622788384396774e-01 6.086614333451343395e-01 5.458682515667107049e-01 4.073695618381785177e-01
4.799999999999999822e-01 6.964277985037737873e-01 7.414700643071173713e-01 7.591901398170186610e-01 6.711101051903080039e-01 5.716755321815311097e-01 7.237086835550708974e-01 6.060531999187990237e-01 6.334307538623444866e-01 6.046778491614350770e-01 5.415178890824031699e-01 4.013649069614828035e-01
4.899999999999999911e-01 6.942771420973388175e-01 7.385732725353046924e-01 7.566083334340323319e-01 6.662947437391582017e-01 5.681402333299000462e-01 7.201904217944512521e-01 5.999909785522921091e-01 6.289932915132310232e-01 6.008799814287539842e-01 5.367788722180889538e-01 3.942939915359958136e-01
5.000000000000000000e-01 6.900896644551171022e-01 7.347432737818614390e-01 7.542831656225228443e-01 6.623837306133188996e-01 5.622149128834957876e-01 7.165394317926233603e-01 5.928848239341132365e-01 6.260621485170311251e-01 5.957054976239969379e-01 5.309413543508905153e-01 3.891939925933359246e-01
5.100000000000000089e-01 6.875967724973753858e-01 7.309592333438676981e-01 7.524851743741117760e-01 6.561924541316777049e-01 5.551533897762983560e-01 7.136337125707141738e-01 5.870047382588009510e-01 6.211099612708500528e-01 5.916272530086876813e-01 5.254347533814384130e-01 3.852389925485868449e-01
5.200000000000000178e-01 6.861820152046975707e-01 7.269866563059013131e-01 7.508673670825875002e-01 6.513254717028593710e-01 5.473744563115575668e-01 7.112348048083749763e-01 5.811495706364773195e-01 6.155862918062202649e-01 5.863485945833256663e-01 5.209055581222471476e-01 3.825941237602339395e-01
5.300000000000000266e-01 6.813159646945691206e-01 7.225666209645579263e-01 7.475546905858835300e-01 6.478157946672491452e-01 5.416124046918491253e-01 7.071412685527015407e-01 5.741875719698393832e-01 6.095304673649845073e-01 5.809089294592850727e-01 5.163451187993843838e-01 3.765085129003624687e-01
