# n, <n|PHOT>
0.000000 0.999149
1.000000 0.000580
2.000000 0.041097
3.000000 -0.000877
4.000000 0.003275
5.000000 0.000310
6.000000 0.000476
7.000000 -0.000145
8.000000 -0.000073
9.000000 0.000108
