# n, <n|PHOT>
0.000000 0.999437
1.000000 0.001379
2.000000 0.033420
3.000000 0.000203
4.000000 0.002466
5.000000 -0.000107
6.000000 -0.000161
7.000000 0.000025
8.000000 0.000208
9.000000 -0.000070
