# n, <n|PHOT>
0.000000 0.988168
1.000000 -0.001831
2.000000 0.149816
3.000000 -0.000347
4.000000 0.031769
5.000000 -0.000405
6.000000 0.007773
7.000000 -0.000031
8.000000 0.002258
9.000000 -0.000031
