# n, <n|PHOT>
0.000000 1.000000
1.000000 0.000541
2.000000 -0.000074
3.000000 -0.000044
4.000000 -0.000009
5.000000 0.000017
6.000000 -0.000017
7.000000 0.000043
8.000000 0.000026
9.000000 -0.000057
