# n, <n|PHOT>
0.000000 0.985339
1.000000 0.004066
2.000000 0.159365
3.000000 0.002160
4.000000 0.057598
5.000000 0.000881
6.000000 0.016508
7.000000 0.000507
8.000000 0.009161
9.000000 0.000183
