# n, <n|PHOT>
0.000000 0.999693
1.000000 -0.012620
2.000000 0.004358
3.000000 -0.000423
4.000000 0.018057
5.000000 -0.000013
6.000000 -0.007842
7.000000 0.000102
8.000000 0.005165
9.000000 -0.000238
