# n, <n|PHOT>
0.000000 1.000000
1.000000 -0.000596
2.000000 -0.000198
3.000000 0.000040
4.000000 0.000103
5.000000 -0.000005
6.000000 -0.000104
7.000000 -0.000033
8.000000 0.000118
9.000000 0.000013
