# n, <n|PHOT>
0.000000 0.995729
1.000000 -0.008099
2.000000 0.088049
3.000000 -0.001529
4.000000 0.026199
5.000000 -0.000442
6.000000 0.002646
7.000000 -0.000036
8.000000 0.002844
9.000000 -0.000040
