# n, <n|PHOT>
0.000000 0.999189
1.000000 0.001389
2.000000 0.038889
3.000000 0.000081
4.000000 0.010221
5.000000 -0.000043
6.000000 0.001319
7.000000 -0.000123
8.000000 0.000669
9.000000 0.000037
