# n, <n|PHOT>
0.000000 0.959130
1.000000 -0.000161
2.000000 0.259772
3.000000 -0.000310
4.000000 0.099732
5.000000 -0.000145
6.000000 0.044297
7.000000 -0.000049
8.000000 0.022011
9.000000 0.000014
