# n, <n|PHOT>
0.000000 0.983709
1.000000 0.000507
2.000000 0.170606
3.000000 0.001087
4.000000 0.053458
5.000000 0.000495
6.000000 0.016907
7.000000 0.000497
8.000000 0.007129
9.000000 0.000159
