# n, <n|PHOT>
0.000000 1.000000
1.000000 -0.000230
2.000000 0.000254
3.000000 0.000149
4.000000 -0.000103
5.000000 -0.000108
6.000000 0.000084
7.000000 0.000101
8.000000 -0.000080
9.000000 -0.000062
