# n, <n|PHOT>
0.000000 0.981662
1.000000 -0.001063
2.000000 0.176694
3.000000 -0.000334
4.000000 0.067335
5.000000 -0.000531
6.000000 0.020713
7.000000 -0.000102
8.000000 0.011310
9.000000 -0.000106
