# n, <n|PHOT>
0.000000 0.998171
1.000000 -0.001467
2.000000 0.058803
3.000000 0.000146
4.000000 0.013641
5.000000 0.000195
6.000000 0.002469
7.000000 0.000164
8.000000 0.001020
9.000000 0.000075
