# n, <n|PHOT>
0.000000 0.976755
1.000000 0.003557
2.000000 0.201538
3.000000 0.001617
4.000000 0.067103
5.000000 0.001073
6.000000 0.025600
7.000000 0.000344
8.000000 0.010754
9.000000 0.000261
