# n, <n|PHOT>
0.000000 0.993377
1.000000 0.000042
2.000000 0.112791
3.000000 0.000095
4.000000 0.021288
5.000000 0.000049
6.000000 0.005022
7.000000 -0.000051
8.000000 0.001303
9.000000 0.000024
