# n, <n|PHOT>
0.000000 0.990718
1.000000 -0.000659
2.000000 0.132800
3.000000 0.000502
4.000000 0.027889
5.000000 -0.000066
6.000000 0.007532
7.000000 -0.000121
8.000000 0.002475
9.000000 0.000148
