# n, <n|PHOT>
0.000000 0.998334
1.000000 0.001791
2.000000 0.056044
3.000000 0.000700
4.000000 0.013073
5.000000 0.000175
6.000000 0.003565
7.000000 0.000076
8.000000 0.000837
9.000000 0.000067
