# n, <n|PHOT>
0.000000 0.989638
1.000000 0.004585
2.000000 0.137953
3.000000 0.002190
4.000000 0.037822
5.000000 0.000986
6.000000 0.010305
7.000000 0.000405
8.000000 0.004130
9.000000 0.000271
