# n, <n|PHOT>
0.000000 0.966220
1.000000 0.000589
2.000000 0.241874
3.000000 0.000392
4.000000 0.081942
5.000000 0.000015
6.000000 0.031356
7.000000 0.000173
8.000000 0.013151
9.000000 0.000054
