# n, <n|PHOT>
0.000000 0.996589
1.000000 -0.002995
2.000000 0.081449
3.000000 0.000247
4.000000 0.012596
5.000000 -0.000336
6.000000 0.002732
7.000000 0.000206
8.000000 0.000592
9.000000 -0.000016
