# n, <n|PHOT>
0.000000 0.998063
1.000000 -0.003227
2.000000 0.053783
3.000000 0.000570
4.000000 0.029642
5.000000 -0.000165
6.000000 -0.005593
7.000000 -0.000056
8.000000 0.006030
9.000000 0.000080
