# n, <n|PHOT>
0.000000 0.998960
1.000000 0.001995
2.000000 0.044209
3.000000 0.000009
4.000000 0.010580
5.000000 -0.000098
6.000000 0.002825
7.000000 0.000028
8.000000 0.000574
9.000000 -0.000050
