# n, <n|PHOT>
0.000000 0.981069
1.000000 0.002345
2.000000 0.179438
3.000000 0.001388
4.000000 0.068392
5.000000 0.000443
6.000000 0.021331
7.000000 0.000237
8.000000 0.011650
9.000000 0.000062
